slug,type,domain,occurrence_or_deadline_ddmmyyyy,status,error
will-exactly-9-senate-democrats-vote-in-favor-of-the-next-government-funding-bill-146,2,politics,31/03/2026,ok,
will-the-government-shutdown-last-4-days-or-more-831,2,politics,31/01/2026,ok,
will-ehud-barak-be-named-in-newly-released-epstein-files-by-march-31,2,politics,31/03/2026,ok,
will-the-sp-500-index-gain-at-least-1-on-any-day-in-q1,2,finance,31/03/2026,ok,
will-oprah-winfrey-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
will-the-government-shutdown-last-5-days-or-more,2,politics,31/01/2026,ok,
odds-of-republican-party-winning-the-house-in-2026-hit-above-50-by-march-31-2026,2,politics,31/12/2025,ok,
will-polymarket-mindshare-hit-70-773-833-678-219,2,misc,31/03/2026,ok,
us-anti-cartel-strikeoperation-on-foreign-soil-by-january-31-2026,2,politics,31/01/2026,ok,
will-susie-wiles-be-named-in-newly-released-epstein-files-by-march-31,2,politics,31/03/2026,ok,
will-kospi-composite-ks11-hit-5200-high-in-q1-2026,2,finance,31/03/2026,ok,
will-mrbeasts-next-video-get-between-50-and-55-million-views-on-day-1-348,2,misc,31/03/2026,ok,
will-barack-obama-be-named-in-newly-released-epstein-files-by-march-31,2,politics,31/03/2026,ok,
venezuela-election-scheduled-by-january-31-2026,2,politics,31/01/2026,ok,
will-cenk-uygur-be-named-stopantisemitisms-2025-antisemite-of-the-year,2,misc,31/03/2026,ok,
gpt-ads-by-january-31-329-775,2,misc,31/01/2026,ok,
will-the-government-shutdown-last-60-days-or-more-286-461-927-735-666,2,politics,31/01/2026,ok,
will-tucker-carlson-be-named-stopantisemitisms-2025-antisemite-of-the-year,2,misc,31/03/2026,ok,
will-russia-capture-zarichne-by-march-31-2026,2,politics,31/03/2026,ok,
will-mrbeasts-next-video-get-110-million-or-more-views-on-week-1-294,2,misc,31/03/2026,ok,
will-polymarket-mindshare-hit-75-627-998,2,misc,31/03/2026,ok,
will-russia-enter-borova-by-december-31,2,politics,31/12/2025,ok,
us-x-venezuela-military-engagement-by-march-31-2026-264-352-211-137-861-788-622-336-869-453,2,politics,31/03/2026,ok,
will-elon-musk-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
will-david-koch-be-named-in-newly-released-epstein-files-by-march-31,2,politics,31/03/2026,ok,
us-fertility-rate-up-in-q3-2025,2,misc,31/03/2026,ok,
thailand-x-cambodia-military-engagement-by-march-31-2026,2,politics,31/03/2026,ok,
will-mrbeasts-next-video-get-less-than-60-million-views-on-week-1-698,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-50-and-55-million-views-on-day-1-872,2,misc,31/03/2026,ok,
will-turnout-in-the-second-round-of-the-2025-chilean-presidential-election-be-less-than-82,1,politics,14/12/2025,ok,
will-jimmy-kimmel-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
will-the-government-shutdown-last-10-days-or-more-772-652,2,politics,31/01/2026,ok,
us-bank-failure-by-march-31-294,2,finance,31/03/2026,ok,
will-mrbeasts-next-video-get-between-45-and-50-million-views-on-day-1-561,2,misc,31/03/2026,ok,
2026-us-house-election-republican-odds-over-25-by-march-31,2,politics,31/03/2026,ok,
will-mrbeasts-next-video-get-55-million-or-more-views-on-day-1-165,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-35-and-40-million-views-on-day-1-948,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-40-and-45-million-views-on-day-1-575,2,misc,31/03/2026,ok,
will-trump-meet-with-elon-musk-by-november-30,2,politics,30/11/2025,ok,
will-mrbeasts-next-video-get-between-80-and-90-million-views-on-week-1-175,2,misc,31/03/2026,ok,
will-godwin-friday-be-the-next-prime-minister-of-saint-vincent-and-the-grenadines,2,politics,31/03/2026,ok,
will-mrbeasts-next-video-get-between-70-and-80-million-views-on-week-1-857,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-90-and-100-million-views-on-week-1-233,2,misc,31/03/2026,ok,
deepseek-v4-released-by-january-31,2,misc,31/01/2026,ok,
will-mrbeasts-next-video-get-between-60-and-70-million-views-on-week-1-458,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-90-and-100-million-views-on-week-1-529,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-80-and-90-million-views-on-week-1-959,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-60-and-70-million-views-on-week-1-974,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-less-than-25-million-views-on-day-1-831,2,misc,31/03/2026,ok,
will-kospi-composite-ks11-hit-5300-high-in-q1-2026,2,finance,31/03/2026,ok,
will-trump-ban-institutional-investor-single-family-home-purchases,2,politics,31/03/2026,ok,
will-mrbeasts-next-video-get-110-million-or-more-views-on-week-1-428,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-80-and-90-million-views-on-week-1-867,2,misc,31/03/2026,ok,
will-the-government-shutdown-last-14-days-or-more-343-693-775-861-153,2,politics,31/01/2026,ok,
will-exactly-10-senate-democrats-vote-in-favor-of-the-next-government-funding-bill-181,2,politics,31/03/2026,ok,
will-rupert-murdoch-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
another-7pt0-or-above-earthquake-by-january-31-2026,2,misc,31/01/2026,ok,
will-ralph-gonsalves-be-the-next-prime-minister-of-saint-vincent-and-the-grenadines,2,politics,31/03/2026,ok,
will-the-us-invade-venezuela-by-january-31-2026,2,politics,31/01/2026,ok,
will-tom-hanks-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
will-the-government-shutdown-last-2-days-or-more,2,politics,31/01/2026,ok,
will-montgomery-daniel-be-the-next-prime-minister-of-saint-vincent-and-the-grenadines,2,politics,31/03/2026,ok,
will-bryce-mitchell-be-named-stopantisemitisms-2025-antisemite-of-the-year,2,misc,31/03/2026,ok,
will-noam-chomsky-be-named-in-newly-released-epstein-files-by-march-31,2,politics,31/03/2026,ok,
will-mrbeasts-next-video-get-less-than-25-million-views-on-day-1-997,2,misc,31/03/2026,ok,
will-kevin-spacey-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
will-the-government-shutdown-last-7-days-or-more-188-769-669-728-992,2,politics,31/01/2026,ok,
will-leonardo-dicaprio-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-60-and-70-million-views-on-week-1-541,2,misc,31/03/2026,ok,
will-tim-walz-activate-the-national-guard-in-mn-by-march-31,2,politics,31/03/2026,ok,
will-jay-z-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
will-howard-lutnick-be-named-in-newly-released-epstein-files-by-march-31,2,politics,31/03/2026,ok,
us-anti-cartel-strikeoperation-on-foreign-soil-by-march-31,2,politics,31/03/2026,ok,
will-the-government-shutdown-last-1-day-or-more-842,2,politics,31/01/2026,ok,
will-bernie-sanders-be-named-in-newly-released-epstein-files-by-march-31,2,politics,31/03/2026,ok,
will-jamie-dimon-be-named-in-newly-released-epstein-files-by-march-31,2,politics,31/03/2026,ok,
will-turnout-in-the-second-round-of-the-2025-chilean-presidential-election-be-between-88-and-90,2,politics,31/03/2026,ok,
will-mrbeast-hit-108-billion-views-by-march-31,2,misc,31/03/2026,ok,
will-marcia-cross-be-named-stopantisemitisms-2025-antisemite-of-the-year,2,misc,31/03/2026,ok,
will-cynthia-nixon-be-named-stopantisemitisms-2025-antisemite-of-the-year,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-90-and-100-million-views-on-week-1-217,2,misc,31/03/2026,ok,
will-the-government-shutdown-last-3-days-or-more,2,politics,31/01/2026,ok,
will-exactly-6-senate-democrats-vote-in-favor-of-the-next-government-funding-bill-927,2,politics,31/03/2026,ok,
will-exactly-8-senate-democrats-vote-in-favor-of-the-next-government-funding-bill-493,2,politics,31/03/2026,ok,
will-bill-gates-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
tesla-launches-unsupervised-full-self-driving-fsd-by-march-31,2,misc,31/03/2026,ok,
will-sean-combs-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
will-sports-prediction-markets-be-banned-in-any-us-state-by-march-31,2,misc,31/03/2026,ok,
will-ivan-oneal-be-the-next-prime-minister-of-saint-vincent-and-the-grenadines,2,politics,31/03/2026,ok,
will-mrbeasts-next-video-get-between-80-and-90-million-views-on-week-1-697,2,misc,31/03/2026,ok,
will-israel-strike-greater-beirut-by-january-31,2,politics,31/01/2026,ok,
will-mrbeast-hit-106pt5-billion-views-by-march-31,2,misc,31/03/2026,ok,
will-mrbeasts-next-video-get-between-40-and-45-million-views-on-day-1-943,2,misc,31/03/2026,ok,
will-the-government-shutdown-last-6-days-or-more-888,2,politics,31/01/2026,ok,
will-mrbeasts-next-video-get-between-45-and-50-million-views-on-day-1-149,2,misc,31/03/2026,ok,
will-trump-establish-a-gaza-board-of-peace-by-march-31-681,2,politics,31/03/2026,ok,
will-kospi-composite-ks11-hit-5100-high-in-q1-2026,2,finance,31/03/2026,ok,
us-anti-cartel-strikeoperation-on-foreign-soil-by-march-31-149,2,politics,31/03/2026,ok,
maduro-travels-outside-venezuela-by-march-31,2,politics,31/03/2026,ok,
will-mrbeasts-next-video-get-between-100-and-110-million-views-on-week-1-453,2,misc,31/03/2026,ok,
will-larry-page-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
will-joe-biden-be-named-in-newly-released-epstein-files-by-march-31,2,politics,31/03/2026,ok,
will-prince-andrew-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
will-ellen-degeneres-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
will-woody-allen-be-named-in-newly-released-epstein-files-by-march-31,2,misc,31/03/2026,ok,
israel-x-hamas-ceasefire-phase-ii-by-january-31,2,politics,31/01/2026,ok,
will-mrbeasts-next-video-get-less-than-60-million-views-on-week-1-212,2,misc,31/03/2026,ok,
will-don-lemon-be-criminally-charged,2,politics,31/03/2026,ok,
will-reading-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-millwall-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-oxford-united-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-wigan-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-stoke-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-wolves-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-brentford-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-nottingham-forest-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-wrexham-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-plymouth-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-cardiff-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-stockport-county-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-manchester-united-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-west-ham-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-huddersfield-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-charlton-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-newcastle-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-sunderland-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-barnsley-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-everton-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-crystal-palace-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-southampton-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-fulham-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-liverpool-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-wycombe-wanderers-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-aston-villa-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-mansfield-town-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-coventry-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-cambridge-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-accrington-stanley-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-chelsea-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-afc-wimbledon-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-bristol-city-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-lincoln-city-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-birmingham-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-bradford-city-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-brighton-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-rotherham-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-grimsby-town-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-swansea-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-bromley-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-bristol-rovers-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-tottenham-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-preston-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-burnley-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-leeds-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-norwich-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-doncaster-rovers-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-derby-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-sheffield-wednesday-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-burton-albion-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-port-vale-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-cheltenham-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-tranmere-rovers-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-bournemouth-win-the-202526-carabao-cup,2,sports,01/06/2026,ok,
will-the-fed-pausecutcut-in-the-next-three-decisions-decjanmar,2,finance,30/04/2026,ok,
will-the-fed-cutcutcut-in-the-next-three-decisions-decjanmar,2,finance,30/04/2026,ok,
will-the-fed-pausepausepause-in-the-next-three-decisions-decjanmar,2,finance,30/04/2026,ok,
will-the-fed-cutcutpause-in-the-next-three-decisions-decjanmar,2,finance,30/04/2026,ok,
will-the-fed-pausepausecut-in-the-next-three-decisions-decjanmar,2,finance,30/04/2026,ok,
will-the-fed-pausecutpause-in-the-next-three-decisions-decjanmar,2,finance,30/04/2026,ok,
will-mari-yamamoto-win-best-supporting-actress-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-one-battle-after-another-win-best-makeup-and-hairstyling-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-the-phoenician-scheme-win-best-production-design-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-no-other-choice-win-best-cinematography-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-andrew-garfield-win-best-supporting-actor-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-jeremy-strong-win-best-supporting-actor-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-hedda-win-best-costume-design-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-colin-farrell-win-best-actor-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-wicked-for-good-win-best-costume-design-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-odessa-azion-win-best-supporting-actress-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-frankenstein-win-best-film-editing-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-benny-safdie-win-best-director-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-paul-mescal-win-best-actor-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-marty-supreme-win-best-makeup-and-hairstyling-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-glenn-close-win-best-supporting-actress-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-derek-cianfrance-win-best-director-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-28-years-later-win-best-cinematography-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-no-other-choice-win-best-film-editing-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-f1-the-movie-win-best-cinematography-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-weapons-win-best-original-screenplay-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-after-the-hunt-win-best-original-screenplay-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-rebecca-ferguson-win-best-supporting-actress-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-gwyneth-paltrow-win-best-supporting-actress-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-avatar-fire-and-ash-win-best-cinematography-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-channing-tatum-win-best-actor-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-ariana-grande-win-best-supporting-actress-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-kleber-mendona-filho-win-best-director-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-jay-kelly-win-best-picture-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-brendan-fraser-win-best-actor-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-no-other-choice-win-best-adapted-screenplay-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-bugonia-win-best-production-design-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-springsteen-deliver-me-from-nowhere-win-best-picture-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-wake-up-dead-man-win-best-production-design-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-ballad-of-a-small-player-win-best-adapted-screenplay-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-julia-roberts-win-best-actress-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-emily-blunt-win-best-actress-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-hamnet-win-best-makeup-and-hairstyling-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-wicked-for-good-win-best-makeup-and-hairstyling-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-sorry-baby-win-best-original-screenplay-at-the-98th-academy-awards,1,misc,15/03/2026,ok,
will-kiss-of-the-spider-woman-win-best-costume-design-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-after-the-hunt-win-best-makeup-and-hairstyling-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-die-my-love-win-best-makeup-and-hairstyling-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-wicked-for-good-win-best-picture-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-weapons-win-best-makeup-and-hairstyling-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-the-life-of-chuck-win-best-adapted-screenplay-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-the-fantastic-four-first-steps-win-best-costume-design-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-rental-family-win-best-picture-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-nouvelle-vague-win-best-production-design-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-28-years-later-win-best-makeup-and-hairstyling-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-highest-2-lowest-win-best-makeup-and-hairstyling-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-bugonia-win-best-makeup-and-hairstyling-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-miles-caton-win-best-supporting-actor-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-laura-dern-win-best-supporting-actress-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-the-smashing-machine-win-best-film-editing-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
will-cynthia-erivo-win-best-actress-at-the-98th-academy-awards,2,misc,30/06/2026,ok,
